Nothing,OMAZ,DMAZ,BIKE_LOGSUM,BIKE_TIME
4423,1213,1349,-1.334,5.808
4435,1185,2218,-1.884,7.291
4444,1210,1444,-1.981,8.232
4446,1164,2870,-1.989,7.624
4450,1247,290,-1.436,3.103
4453,1201,1716,-2.2,13.481
4461,1164,2864,-3.129,13.974
4462,1201,1717,-0.753,5.655
4464,1247,291,-2.408,13.369
4467,1156,3112,-3.605,7.383
4474,1247,292,-2.454,4.994
4476,1155,3144,-3.938,10.174
4484,1237,603,-0.057,9.261
4487,1196,1874,-2.215,8.117
4488,1178,2432,-4.09,12.099
4493,1202,1681,-0.512,8.037
4511,1056,6208,-4.023,7.975
4512,1164,2860,-1.619,8.148
4518,1247,288,-3.356,11.875
4522,1253,102,-2.169,7.939
4523,1202,1683,-0.673,7.054
4526,1213,1342,-1.061,2.809
4535,1016,7449,-2.591,10.252
4540,1196,1870,-3.772,7.332
4558,1164,2727,4.244,0.519
4563,1164,2728,0.764,1.518
4564,1237,465,0.325,6.286
4578,1213,1210,-2.92,8.656
4579,1164,2729,-3.323,7.32
4599,1201,1577,-1.604,13.957
4611,1056,6072,-2.363,14.082
4617,991,8088,-0.451,4.506
4641,1054,6129,-3.786,12.194
4644,1038,6625,-4.698,11.558
4647,1213,1201,-4.68,12.142
4660,1213,1202,-3.379,11.746
4662,1196,1729,3.905,0.817
4664,1155,3000,3.237,1.735
4685,1213,1196,-1.061,5.431
4689,1185,2064,2.632,4.476
4695,981,8388,3.064,4.541
4697,1156,2964,-1.079,10.13
4703,961,9009,-0.693,11.954
4713,1185,2066,-0.296,3.717
4714,1201,1570,-1.169,6.232
4723,1202,1540,-0.089,6.428
4747,991,8075,-0.968,3.879
4757,1155,2992,-0.555,3.194
4762,981,8386,-0.471,2.513
4763,1038,6619,2.946,3.64
4767,1178,2280,0.105,4.049
4784,891,11170,-2.849,12.217
4785,1247,135,-0.999,7.226
4793,1196,1716,-1.198,11.688
4801,1178,2275,-1.796,9.555
4808,1185,2059,-1.241,9.04
4815,1196,1711,-1.78,6.931
4818,1041,6516,-0.164,6.432
4821,891,11166,-7.49,11.527
4824,1247,131,-0.978,7.177
4825,891,11167,-4.948,12.504
4826,1213,1185,0.29,5.595
4836,1247,132,2.683,2.601
4838,891,11168,-2.931,10.617
4842,1038,6611,0.669,2.181
4843,1164,2705,-0.86,5.585
4851,1247,133,-0.945,8.364
4852,1201,1559,-2.891,13.721
4855,891,11169,-5.814,10.691
4871,891,11162,-4.883,14.785
4874,1237,437,-0.364,10.314
4882,1017,7257,-2.502,14.597
4886,1164,2701,-0.646,4.27
4888,891,11164,-5.026,12.734
4898,1196,1710,-1.166,4.883
4902,891,11165,-5.973,13.135
4916,1196,1704,-1.658,7.408
4921,1156,2944,-0.391,1.215
4931,1213,1178,-0.447,6.238
4935,1038,6603,-2.549,6.975
4940,1210,1272,-2.383,11.549
4943,891,11161,-3.02,10.084
4960,1215,1111,-1.724,7.348
4966,891,11155,-4.179,13.223
4967,1237,430,-0.409,5.647
4972,1038,6599,-4.55,10.722
4980,1156,2942,-0.315,2.731
4981,1164,2694,-1.978,9.17
4986,1038,6600,-4.281,9.854
4992,891,11150,-3.209,12.067
4994,1201,1540,-1.628,8.036
4997,1178,2253,0.063,3.351
5012,891,11151,-3.498,11.752
5013,1185,2037,-3.281,8.847
5026,1202,1511,-4.578,13.362
5029,891,11152,-4.488,13.404
5034,1185,2039,-6.539,12.864
5039,891,11153,-4.68,12.743
5044,1213,1164,-0.327,6.736
5049,891,11146,-3.678,12.338
5065,1178,2250,-1.695,6.744
5066,891,11147,-4.866,12.223
5076,1155,2964,-0.254,4.955
5079,891,11148,-3.884,13.278
5081,1178,2251,-0.239,2.565
5091,1202,1508,-0.56,11.282
5098,891,11149,-3.78,11.698
5102,1210,1253,-2.003,11.284
5109,891,11142,-4.747,11.709
5115,891,11143,-1.855,9.106
5123,991,8043,-4.773,9.511
5132,1156,2929,-2.116,12.76
5134,891,11144,-6.367,13.971
5147,891,11145,-3.295,10.094
5151,1247,102,0.202,3.261
5152,891,11138,-5.674,10.817
5153,1213,1156,-3.152,9.905
5154,1215,1094,3.09,8.098
5155,1196,1683,-2.361,6.785
5163,891,11139,-4.727,10.178
5176,1215,1096,0.943,5.909
5178,1164,2677,-1.552,8.098
5184,891,11140,-4.367,10.47
5188,891,11141,-1.87,8.499
5193,891,11134,-2.304,8.977
5198,1247,99,-1.355,6.961
5207,891,11135,-3.866,9.528
5214,1196,1681,-2.82,5.714
5215,1210,1247,-4.549,14.453
5221,891,11136,-5.591,9.808
5225,1213,1155,-0.103,3.48
5227,1050,6208,-3.643,5.942
5232,891,11137,-5.07,10.147
5234,1247,94,-1.053,5.158
5252,1016,7257,1.788,1.659
5267,1237,407,-0.8,12.409
5270,891,11133,-1.674,6.596
5274,1156,2918,-2.096,5.85
5282,1156,3039,-3.209,10.109
5284,1213,1272,0.237,3.543
5308,1156,3040,-4.139,14.61
5310,1210,1367,1.254,11.101
5313,1156,3041,-3.143,3.89
5320,1215,1213,-1.958,11.671
5321,1196,1802,0.327,2.532
5330,1247,214,-4.684,13.242
5342,1164,2787,-0.496,5.486
5343,1041,6600,-1.351,4.944
5345,1253,28,-1.652,5.858
5349,1213,1269,-1.086,7.337
5361,1164,2788,-0.278,3.584
5365,1237,526,-1.248,9.541
5377,1210,1364,-0.838,7.406
5379,1178,2356,-4.28,12.587
5380,1041,6603,-1.951,8.71
5391,1094,4953,-6.158,10.676
5392,1215,1202,4.018,1.325
5393,1237,520,0.239,6.73
5395,891,11246,-2.039,13.647
5405,1202,1606,-0.238,8.753
5406,1156,3032,-4.948,12.151
5407,1253,25,-1.784,8.691
5409,1164,2784,-2.215,11.793
5412,1003,7775,-1.081,7.355
5416,1202,1607,-0.168,7.1
5420,1185,2134,-1.957,8.838
5421,1196,1793,-4.663,8.531
5427,1041,6599,-2.811,6.932
5429,1247,213,0.426,5.569
5438,1201,1632,-2.163,10.102
5461,891,11243,-0.645,9.522
5464,1155,3059,-0.923,5.535
5477,1164,2781,-5.129,10.085
5482,891,11244,-1.124,10.085
5483,1215,1201,-0.232,2.315
5484,1237,519,-1.708,12.579
5494,981,8455,-1.067,7.47
5500,1210,1349,-1.411,8.63
5503,961,9068,-0.91,10.724
5514,1155,3055,-2.066,10.14
5522,1247,204,-2.651,8.862
5523,1215,1196,-0.34,9.961
5538,1155,3057,-5.425,13.05
5549,961,9064,-1.521,10.629
5552,1201,1625,-2.897,12.876
5555,1213,1253,3.619,4.289
5556,1155,3051,-3.802,7.647
5561,961,9065,-1.34,8.398
5568,961,9066,-2.055,9.667
5582,1201,1627,-2.433,11.142
5589,961,9067,0.522,7.269
5600,1210,1342,-4.191,11.458
5602,1185,2117,-3.404,8.391
5606,1164,2768,-2.275,9.107
5610,1013,7449,-0.733,5.21
5621,961,9062,-3.485,10.331
5626,1185,2119,-2.736,5.919
5630,961,9063,3.442,1.572
5635,1038,6669,3.369,3.738
5638,1201,1617,-2.68,9.988
5640,1038,6670,-4.716,9.883
5644,1201,1618,-2.396,11.495
5652,1213,1247,-0.872,5.424
5653,1178,2332,0.419,2.72
5661,1247,186,-0.774,4.583
5671,1155,3039,-0.998,4.108
5676,1210,1335,-2.316,9.012
5679,1155,3040,0.124,1.543
5684,1253,2,-2.587,5.819
5688,1155,3041,-6.322,13.371
5692,1178,2321,-2.903,11.006
5703,1237,493,4.057,1.677
5705,1213,1237,-3.81,12.392
5707,1164,2756,-3.62,11.893
5715,1237,494,-1.581,8.706
5721,1164,2757,-2.25,6.676
5728,1210,1332,-4.206,15.733
5759,1237,490,-1.172,9.019
5761,1201,1606,-2.048,9.979
5765,1094,4923,-0.343,2.848
5771,1201,1607,-1.807,8.951
5780,1038,6660,-0.938,9.932
5793,1202,1570,0.415,4.603
5816,1050,6283,-2.564,8.072
5842,1156,2992,-3.122,11.712
5845,982,8386,-2.173,5.509
5849,1215,1164,-0.234,10.711
5850,1196,1753,-2.334,8.833
5855,1156,2994,-3.979,10.083
5860,1164,2746,-3.861,10.407
5869,982,8388,-1.379,6.154
5874,1094,4910,-1.217,11.245
5887,1237,479,-1.922,9.375
5895,1247,162,-0.011,2.723
5913,1215,1156,1.037,6.142
5914,1202,1559,-0.431,12.325
5930,1016,7326,-3.817,9.328
5932,1210,1305,-3.762,13.36
5936,1196,1739,-2.042,6.573
5948,1247,159,-2.043,12.101
5949,1213,1213,8.418,0.403
5964,982,8375,-3.542,10.91
5967,1213,1215,-4.569,10.818
5973,1201,940,-0.529,4.256
5975,1215,506,-0.597,12.889
5976,887,10674,-2.751,10.697
5988,1185,1437,-6.713,12.783
5991,1196,1096,-2.325,4.968
5995,887,10675,-3.715,11.846
6003,887,10676,-2.784,11.328
6013,1096,4198,-1.486,9.106
6022,1213,564,0.015,5.66
6029,1062,5245,-0.182,4.555
6030,1054,5493,-0.522,8.558
6031,887,10670,-2.958,12.255
6033,1156,2332,-2.987,12.762
6041,887,10671,-0.974,8.109
6044,962,8346,-0.541,5.328
6048,1054,5495,-3.993,11.206
6049,1050,5619,-2.345,11.733
6051,887,10672,-1.053,8.62
6055,1196,1094,-0.537,2.087
6059,887,10673,-3.129,11.814
6065,991,7449,-1.522,8.326
6067,887,10666,-2.985,13.104
6070,1201,932,-2.291,12.66
6071,1213,560,0.416,7.585
6079,1201,933,-1.792,8.928
6088,887,10667,-3.684,13.601
6091,1016,6669,-1.497,7.405
6094,1111,3724,2.558,3.278
6095,872,11133,-2.98,10.205
6097,1050,5615,-1.141,5.162
6102,887,10668,-2.924,10.622
6104,1202,904,-2.425,11.094
6110,961,8375,-2.282,15.361
6112,1111,3725,-1.26,6.745
6117,1003,7073,-0.459,6.93
6118,1016,6670,-6.117,10.929
6120,872,11134,-4.92,14.823
6121,887,10669,-3.275,10.097
6124,1215,494,-1.529,10.449
6135,1062,5237,-4.015,11.608
6137,1202,898,1.194,1.618
6140,1156,2324,-4.293,10.661
6150,887,10663,-1.77,12.101
6154,1185,1426,-1.315,6.905
6156,1155,2356,-6.181,10.441
6167,1213,559,-2.591,8.34
6169,887,10665,-2.451,12.647
6172,1155,2357,-3.603,14.535
6173,1164,2078,-3.129,7.412
6179,1215,490,1.454,8.38
6182,1156,2319,2.944,2.998
6199,1016,6660,0.824,7.516
6204,1156,2321,-2.277,3.611
6212,1215,493,0.609,1.8
6213,887,10661,-0.809,12.945
6229,1096,4175,-4.045,11.668
6235,1155,2347,-3.934,13.653
6240,1096,4176,-4.77,13.275
6245,1202,891,-0.172,6.28
6248,1096,4177,-3.781,11.309
6253,1213,551,0.124,4.746
6275,1096,4171,-1.395,8.689
6278,1164,2064,-0.847,5.995
6280,1096,4172,-0.17,5.376
6287,940,9009,-0.237,12.08
6291,1096,4173,-1.203,4.979
6298,1185,1415,-4.679,9.926
6299,1178,1632,-1.717,8.103
6301,1164,2066,-1.654,6.854
6303,1096,4174,-2.694,11.933
6308,1164,2059,-0.561,2.694
6309,1178,1625,-1.634,9.778
6323,1215,479,-1.111,10.965
6333,1096,4168,-0.757,5.956
6334,982,7702,-5.335,9.9
6335,1156,2309,-1.589,2.186
6336,1210,635,-0.457,10.228
6340,1096,4169,-1.316,7.511
6346,1213,543,3.893,2.121
6357,1096,4170,0.007,7.814
6360,1017,6619,-1.233,5.786
6389,1111,3699,2.544,3.663
6391,1003,7047,-2.139,9.121
6398,1111,3700,-5.277,13.492
6427,1111,3695,-0.989,9.281
6435,1155,2332,1.1,2.667
6438,984,7633,-2.388,11.057
6441,961,8346,-0.663,7.643
6444,1196,1062,-0.79,2.803
6448,1111,3697,-1.906,11.844
6451,1017,6611,-1.498,5.072
6464,1196,1056,-2.105,6.08
6483,1050,5583,-5.512,15.225
6489,1202,872,-1.611,11.64
6495,1111,3693,1.044,5.466
6499,1015,6669,0.537,2.068
6519,1201,898,-0.302,2.954
6529,1215,465,3.52,4.486
6530,1196,1054,-2.963,5.662
6532,1156,2294,-4.466,10.76
6539,1017,6603,-1.55,6.022
6545,1213,520,-1.611,6.918
6548,1164,2039,-4.641,9.49
6557,1178,1606,-2.703,11.0
6558,1155,2319,-3.356,16.622
6567,1210,615,-3.232,16.198
6569,1178,1607,-3.477,10.594
6579,1196,1050,-2.209,6.494
6582,1155,2321,-3.926,8.791
6595,1003,7026,-2.465,9.595
6610,1164,2037,-1.796,5.491
6620,1016,6625,-6.202,14.464
6622,1201,891,-1.835,7.754
6625,1213,519,0.49,4.993
6638,1156,2279,-4.024,7.495
6649,1016,6619,-0.9,4.881
6659,1156,2280,-3.808,11.049
6671,1196,1041,-4.103,7.254
6690,1111,3677,0.45,3.887
6703,1156,2275,-0.323,7.206
6709,982,7669,-5.874,12.581
6721,1094,4198,-0.9,6.461
6729,1210,603,-3.561,13.159
6734,981,7702,-3.398,7.039
6750,1210,604,-2.88,10.943
6751,1196,1038,-0.541,3.038
6753,1155,2309,-5.488,11.326
6754,1062,5192,0.175,5.651
6758,1164,2151,-3.303,7.509
6762,940,9095,-1.044,7.412
6773,981,7825,-1.337,6.077
6776,1155,2432,-4.618,10.159
6784,1213,635,0.291,5.813
6786,1164,2154,0.248,3.201
6795,1196,1155,-2.268,8.026
6803,1196,1156,-0.462,6.371
6832,1185,1492,3.294,2.194
6835,1156,2391,-5.15,12.75
6839,1178,1710,-1.73,5.35
6843,1003,7135,0.131,6.849
6848,1215,564,-0.463,12.181
6851,1178,1711,-0.246,2.868
6855,1003,7136,-1.336,10.207
6857,1056,5493,-0.965,5.5
6864,1003,7137,-0.969,9.247
6869,1202,961,0.289,1.744
6875,1202,962,-0.01,5.914
6877,1215,559,3.561,4.666
6890,1156,2389,-3.955,14.023
6891,1062,5303,3.089,5.999
6899,1156,2390,-1.355,1.813
6912,1185,1485,-1.119,6.77
6917,981,7809,-2.985,5.87
6935,1201,991,-3.12,12.245
6936,1210,712,-4.982,13.057
6937,1178,1704,0.562,2.45
6941,991,7501,-0.859,4.66
6949,1201,984,-3.501,13.445
6950,1185,1480,-2.296,10.199
6956,1094,4301,-2.239,8.581
6961,1094,4302,-2.547,8.762
6971,1094,4303,-0.645,12.264
6972,982,7775,-1.333,7.648
6978,1213,615,-0.476,6.633
6980,1164,2134,-0.702,3.482
6994,1201,981,-0.429,9.607
6995,1185,1477,-1.545,8.606
6997,1094,4298,-2.032,7.474
7001,1201,982,-4.012,13.127
7005,1094,4299,-1.634,8.832
7013,1094,4300,-2.083,7.967
7019,1213,604,-0.361,2.55
7026,940,9067,-2.012,8.455
7027,1215,543,-0.805,9.882
7031,940,9068,-1.132,9.155
7034,1215,544,-2.064,9.5
7043,1062,5287,-3.828,10.225
7048,1062,5288,-1.293,8.927
7053,1164,2119,-0.376,6.099
7055,940,9063,-1.06,3.909
7062,940,9064,-3.173,11.486
7069,940,9065,-2.376,9.13
7071,1213,603,-0.219,4.117
7074,984,7702,-5.516,10.327
7075,991,7485,-4.927,11.731
7078,940,9066,-2.997,10.685
7086,1215,535,-1.13,7.688
7098,1164,2117,-2.697,5.718
7103,1202,940,0.855,2.065
7111,940,9062,-3.414,10.212
7112,1202,933,0.186,7.406
7117,1111,3754,-2.698,8.242
7120,1155,2390,-4.522,12.169
7132,1155,2391,3.791,2.067
7135,1111,3755,-1.528,7.356
7140,1017,6669,-0.266,3.676
7154,1215,533,-1.229,11.26
7168,1215,526,-1.588,11.74
7175,1201,961,0.73,2.764
7177,1156,2356,-3.286,4.19
7179,1111,3751,-0.356,4.035
7183,1156,2357,-0.472,2.57
7185,1201,962,-1.706,7.343
7188,1111,3752,-1.649,7.633
7189,1041,5922,0.027,10.215
7194,1111,3753,-1.53,8.134
7195,1202,932,0.158,11.307
7198,1155,2389,3.654,1.167
7201,981,7783,-4.018,11.06
7213,813,12984,-1.573,6.578
7219,813,12985,-1.917,6.419
7245,891,10562,-2.067,9.464
7251,1156,2347,-0.376,1.774
7255,1054,5509,-1.58,6.015
7258,1215,519,0.315,10.493
7264,891,10563,-0.537,5.093
7267,1215,520,3.632,4.895
7278,981,7775,-0.271,5.955
7285,1185,1444,-1.166,4.563
7292,1050,5629,-5.794,11.094
7303,887,10683,-6.499,14.219
7310,887,10684,-0.601,11.899
7317,1156,2346,-3.963,7.553
7324,887,10685,-5.679,12.809
7325,891,10561,-2.317,10.429
7330,1041,5911,-3.426,10.503
7336,1050,5625,-0.266,4.092
7341,1210,666,-0.625,9.065
7353,1213,574,-2.567,7.764
7360,1054,5503,-2.986,10.512
7362,961,8386,-0.283,8.313
7382,1111,3602,-1.637,7.939
7384,982,7601,0.645,5.634
7387,1050,5493,-0.507,5.635
7398,1111,3603,-3.127,12.609
7403,981,7633,-0.633,4.444
7409,961,8254,-0.741,8.056
7415,1215,381,-2.64,9.444
7423,898,10208,-0.181,11.051
7425,1185,1304,-1.302,5.465
7426,1213,436,3.352,5.424
7431,1056,5303,-1.788,12.132
7437,1201,809,-2.862,13.909
7438,1213,437,3.914,2.61
7443,1185,1305,-2.542,7.825
7458,1111,3601,-2.296,10.151
7472,1094,4121,-6.188,12.68
7480,1215,371,-0.571,6.972
7493,1202,775,-1.586,7.008
7495,1201,806,0.114,4.78
7501,1196,961,-5.434,11.805
7503,1164,1953,-5.774,11.956
7520,1215,366,-1.847,12.43
7540,1041,5761,-1.523,10.137
7543,984,7528,-1.86,6.756
7555,982,7591,-2.735,13.227
7568,1201,796,-2.008,6.697
7570,1178,1509,-1.195,4.466
7586,1178,1510,-0.029,3.931
7594,1062,5106,-4.213,12.428
7599,1202,767,-2.323,8.413
7600,1210,519,-3.373,14.623
7618,1054,5356,-3.495,12.005
7623,1155,2218,-3.497,6.312
7624,1201,792,-1.867,11.348
7633,1164,1939,-1.572,9.332
7653,1056,5288,-0.341,3.654
7660,1202,763,-0.063,6.507
7661,1156,2189,-4.769,5.5
7670,1201,795,-3.668,13.604
7672,1178,1508,-1.113,6.323
7696,1156,2184,-3.39,8.036
7725,940,8881,-4.733,12.685
7728,1202,760,0.421,5.437
7735,1178,1504,0.204,5.463
7736,1155,2217,-3.533,15.093
7741,1013,6619,-0.18,2.406
7751,1054,5341,-4.902,12.216
7756,1196,940,-5.717,12.221
7768,1054,5342,-2.411,6.428
7772,1201,786,-0.88,5.08
7777,1111,3576,-1.713,7.494
7782,940,8877,-0.584,14.133
7787,1215,353,-1.753,12.654
7797,933,9095,-1.633,5.676
7809,1202,750,0.758,5.413
7815,1016,6516,-0.461,4.139
7818,981,7601,-3.667,10.002
7819,1156,2177,0.414,7.076
7836,1013,6611,-0.87,4.73
7839,1003,6921,-2.015,10.676
7845,1215,342,0.545,1.83
7846,1185,1272,-2.396,6.495
7848,1156,2171,-1.125,7.394
7858,1196,932,0.717,3.515
7867,1196,933,-2.335,5.051
7880,1213,407,0.507,4.258
7882,1178,1492,4.127,1.085
7888,962,8188,-1.511,7.335
7892,1178,1485,-0.436,7.836
7900,1185,1269,-3.12,11.003
7902,1164,1920,-0.783,3.402
7907,961,8213,-1.797,13.543
7926,984,7501,-3.084,4.569
7928,1201,775,-1.314,7.888
7941,1013,6603,-4.11,10.28
7978,1038,5823,-3.232,9.579
7979,940,8861,-0.96,7.677
7990,981,7591,-2.932,11.778
7995,1178,1477,-1.494,8.874
8034,1201,767,-3.682,11.465
8036,1178,1480,-2.91,11.023
8050,1201,760,-1.828,6.841
8052,1156,2155,-2.096,3.14
8065,1041,5721,-2.142,11.353
8075,1038,5815,0.48,4.468
8082,1155,2189,-7.313,12.335
8083,1201,763,-1.21,8.096
8096,932,9095,-4.205,8.006
8097,1156,2151,-1.436,2.586
8106,1185,1253,3.399,2.022
8120,1155,2184,-2.925,5.063
8134,1213,387,-2.372,7.636
8136,1156,2154,-0.509,7.023
8163,1050,5433,-4.022,14.865
8165,1213,381,-3.377,9.283
8167,1164,1900,-1.16,4.708
8177,1164,1901,-1.078,6.047
8183,933,9062,-3.965,9.082
8190,933,9063,-3.812,9.567
8214,1054,5433,-0.893,6.741
8216,1016,6611,-1.016,5.223
8226,1111,3667,-0.617,2.856
8235,1213,506,0.082,7.302
8262,1201,872,-3.653,14.373
8275,1185,1369,-2.014,4.79
8289,984,7601,-4.679,8.3
8312,1185,1364,-2.908,6.424
8324,1016,6603,-3.3,8.336
8344,1215,436,2.92,10.748
8357,1215,437,0.163,8.698
8358,1185,1367,3.12,1.846
8372,1215,430,-0.982,7.218
8375,1178,1577,0.991,5.464
8379,984,7591,-2.413,10.407
8381,1016,6599,-2.568,7.771
8389,1213,493,-3.44,11.469
8396,1016,6600,-5.247,12.006
8410,1096,4121,-4.31,10.305
8412,961,8306,-5.627,14.394
8426,1196,1015,-1.243,6.283
8436,1196,1016,-0.664,3.309
8437,1185,1357,-4.995,11.65
8438,1164,2008,-0.648,6.341
8439,1041,5821,-2.635,10.779
8447,1196,1017,-2.189,8.388
8448,1213,490,-0.127,9.964
8451,1111,3652,-1.327,8.557
8464,1041,5823,-2.345,6.079
8482,1156,2251,-3.667,13.127
8483,1094,4173,-2.332,4.21
8494,1156,2252,-3.232,5.418
8496,1094,4174,-1.522,9.189
8503,1156,2253,-3.681,14.06
8505,1196,1013,-0.588,4.553
8508,962,8267,-1.819,8.353
8518,1164,2006,2.599,4.298
8531,1094,4169,-0.572,3.682
8539,1185,1349,-1.236,4.515
8543,1094,4170,3.566,3.95
8546,1015,6619,-1.016,3.683
8552,1155,2280,0.614,1.868
8556,1094,4171,3.358,5.343
8568,1041,5815,-0.712,8.585
8570,1156,2250,-2.637,9.313
8576,1094,4172,3.448,1.642
8578,962,8264,-0.745,5.73
8582,1196,1003,-2.509,9.504
8595,1155,2275,-2.069,9.233
8596,1111,3639,-1.603,6.935
8597,1062,5158,-0.458,7.853
8600,981,7669,-3.349,10.622
8602,1164,1997,-4.023,8.415
8606,1111,3640,-0.894,3.597
8607,1062,5159,1.298,5.846
8613,1156,2246,-3.202,6.882
8614,1164,1998,-0.93,4.095
8616,1094,4168,0.665,3.292
8620,982,7633,-1.916,7.419
8626,1164,1991,0.974,4.669
8631,1164,1992,-0.284,6.2
8632,1015,6611,-0.774,3.61
8633,962,8254,-0.92,6.75
8638,1185,1342,-4.176,9.471
8640,1178,1559,-0.6,8.923
8641,1156,2241,-5.014,11.785
8645,899,10208,-0.779,4.602
8664,1215,407,-1.146,10.733
8673,1013,6669,-0.208,2.954
8675,1041,5801,-0.461,8.118
8683,1013,6670,-8.79,17.7
8687,1156,2238,-3.907,9.965
8688,1210,564,1.195,12.21
8698,1185,1332,-2.187,9.238
8701,1196,991,0.039,2.0
8707,1015,6603,-3.272,7.103
8708,1202,806,3.674,2.497
8709,1213,465,-1.703,7.332
8713,940,8928,-1.281,12.347
8733,1185,1335,-2.409,5.468
8742,1185,1328,-3.356,12.916
8749,809,12984,0.185,2.938
8764,809,12985,0.123,3.336
8781,1062,5143,0.173,1.738
8795,1164,1975,-0.11,1.974
8804,1050,5509,-4.227,15.32
8805,1196,984,-1.939,5.589
8808,1164,1976,-2.787,10.794
8811,981,7649,-3.586,10.563
8813,1156,2225,-0.685,3.224
8815,1210,551,1.522,10.402
8816,1178,1543,4.058,1.621
8824,1185,1327,-2.921,12.477
8834,1155,2250,-1.402,4.661
8837,940,8915,-3.345,8.575
8840,961,8264,-0.783,7.02
8844,1155,2251,3.724,1.216
8845,1164,1972,-5.166,11.657
8853,1155,2252,-7.66,11.828
8854,1196,981,-0.781,3.187
8863,1202,796,0.517,6.197
8865,1196,982,1.723,4.471
8866,1178,1540,-2.527,10.602
8867,1155,2253,4.111,0.913
8868,1164,1974,-0.901,6.881
8873,961,8267,-1.426,9.952
8874,1164,1967,-3.217,5.593
8882,1215,387,0.543,4.847
8893,1210,543,-1.502,10.138
8895,1156,2217,-0.299,3.256
8901,1156,2218,-2.031,7.273
8902,1202,792,0.051,9.905
8907,1062,5132,-2.148,8.02
8917,991,7326,-6.149,10.66
8921,1202,786,-0.096,4.003
8926,1062,5126,-4.004,9.903
8933,1164,1965,-2.333,11.89
8937,940,8909,-0.281,7.664
8943,1201,1196,-2.756,12.927
8960,1237,81,-1.051,12.125
8965,1215,763,3.503,5.284
8976,1155,2624,-1.455,6.209
8979,1013,7026,-1.043,4.605
8988,1164,2346,-6.089,12.353
8990,1237,83,-0.289,5.651
9012,991,7702,-5.478,9.437
9031,1215,760,0.932,4.012
9036,1196,1349,-2.981,9.345
9045,1202,1164,-0.83,11.678
9059,1178,1901,-1.725,5.952
9084,1237,74,-1.844,8.462
9109,1215,750,3.692,4.383
9114,1062,5493,0.023,6.319
9119,1185,1681,-4.519,11.959
9120,1213,813,0.72,2.082
9125,1215,751,-0.386,11.442
9129,1155,2611,-4.512,11.654
9131,1164,2332,-1.463,9.384
9138,1016,6921,-3.048,11.998
9142,1155,2612,-4.462,9.155
9154,1202,1156,-0.464,7.728
9155,1196,1342,-2.065,4.245
9156,1178,1900,-1.749,8.45
9170,1196,1335,-1.744,4.961
9180,1213,809,0.316,5.015
9181,1215,747,-0.99,12.405
9226,1196,1332,-0.515,2.201
9241,1210,899,1.215,11.709
9251,961,8619,-2.005,7.328
9259,1054,5736,-1.998,10.044
9262,1164,2319,-0.4,5.139
9264,1196,1327,-0.313,5.279
9274,984,7899,-1.714,7.92
9279,1196,1328,-0.926,5.5
9289,1156,2569,-0.78,9.203
9290,1164,2321,-3.329,6.4
9306,1213,796,-3.399,8.231
9313,898,10561,-1.732,12.465
9321,898,10562,0.771,11.359
9326,1041,6129,-2.137,9.725
9328,962,8578,1.769,3.394
9342,898,10563,-0.279,7.049
9346,1178,1884,3.685,3.729
9357,1213,792,-0.435,5.688
9360,1201,1164,-2.298,12.663
9363,1054,5721,-3.155,12.91
9393,1215,733,-0.848,11.516
9395,1213,795,0.212,2.821
9414,1178,1874,-0.012,2.054
9420,1164,2309,-3.71,7.832
9437,1201,1156,-1.738,9.063
9455,1213,786,-2.998,9.504
9458,1013,6986,-3.945,12.811
9475,991,7669,-6.297,12.171
9479,1237,36,-0.641,10.397
9484,1156,2547,-3.092,9.264
9496,1054,5710,-3.817,12.225
9506,1215,720,-0.852,7.892
9520,1038,6208,-1.32,2.686
9522,1015,6921,-0.811,4.411
9528,1178,1861,0.769,3.925
9537,1196,1304,0.295,3.35
9539,1178,1862,3.647,4.033
9548,1196,1305,-1.324,4.242
9554,1196,1306,-0.052,6.697
9557,962,8560,-1.725,9.531
9561,1210,872,-1.8,9.513
9574,1041,6104,-2.933,12.632
9577,962,8553,-1.036,8.867
9582,1210,866,-2.045,9.156
9586,962,8554,-3.306,8.295
9590,1215,712,1.511,7.228
9607,1016,6882,-3.364,10.509
9623,984,7867,-1.817,8.131
9624,1237,25,-1.814,11.733
9630,1202,1111,-1.619,6.302
9634,1155,2569,-1.64,7.771
9646,1185,1632,-2.045,6.529
9667,1215,704,-1.572,10.977
9675,961,8578,-0.235,7.602
9679,1213,767,-4.99,11.628
9688,991,7649,-5.616,10.626
9694,1196,1415,-2.328,4.804
9697,1210,981,-3.656,12.958
9704,1015,7026,0.244,3.507
9715,1210,982,-3.027,9.546
9724,1178,1974,0.992,5.11
9727,1178,1975,-1.937,10.642
9741,1237,147,-2.595,9.578
9742,1213,891,-2.277,7.262
9745,1210,984,-2.26,9.563
9746,1178,1976,3.854,1.725
9759,1156,2651,-2.937,8.812
9768,1185,1753,-0.257,3.52
9783,1054,5815,-0.601,7.06
9788,1164,2406,-5.952,12.381
9806,1178,1965,3.558,2.213
9832,1178,1967,-2.844,11.299
9835,982,8043,-5.982,12.755
9846,981,8075,0.37,3.686
9852,1237,132,0.826,5.504
9861,1041,6208,-0.653,5.748
9883,1155,2677,1.183,3.454
9891,1016,6986,-1.265,6.294
9902,1202,1213,-1.38,12.053
9905,898,10637,-0.464,9.047
9907,1213,872,4.166,1.108
