Nothing,OMAZ,DMAZ,BIKE_LOGSUM,BIKE_TIME
699882,2992,3531,-2.618,4.93
699886,2746,11157,-8.162,12.495
699889,3080,806,-1.231,7.463
699890,3072,1054,-0.193,7.382
699891,3032,2294,-0.224,4.435
699893,2746,11160,-4.791,11.636
699900,3051,1704,-0.634,7.24
699903,2746,11159,-6.624,12.566
699904,2889,6726,-0.712,8.3
699905,2864,7501,-3.7,9.489
699908,2992,3528,-2.503,9.18
699913,2746,11154,-5.74,12.734
699919,3041,2008,-1.703,9.222
699922,3040,2039,-5.121,10.886
699928,2746,11153,-4.273,10.975
699929,2918,5821,-5.143,13.605
699937,3055,1577,-0.499,6.074
699943,3000,3282,-0.671,3.368
699945,2994,3468,-1.301,12.796
699951,2918,5823,-4.302,8.728
699953,2746,11155,-5.651,12.579
699956,3096,300,-1.648,10.405
699957,3080,796,-3.216,11.643
699959,2889,6717,-2.124,11.234
699960,3057,1509,-2.087,7.092
699967,2903,6283,-0.338,7.215
699968,2746,11150,-2.045,11.278
699976,3057,1508,-0.456,5.988
699980,2992,3523,-9.502,12.45
699981,3055,1570,-4.002,7.799
699982,3039,2066,-0.508,2.436
699983,2746,11149,-4.396,11.903
699987,3057,1511,-6.121,12.78
699989,3059,1449,-2.794,8.787
699995,2746,11152,-1.703,9.522
699999,3057,1510,-2.158,7.892
700001,3041,2006,-0.019,6.973
700003,2746,11151,-1.594,10.945
700004,3040,2037,-1.845,7.394
700018,2746,11146,-4.289,11.039
700019,3057,1504,2.59,7.017
700025,3032,2279,-0.195,5.843
700027,2835,8386,-0.339,2.544
700030,2746,11145,-3.646,9.752
700039,3028,2406,-1.181,8.488
700042,2815,9009,-0.667,7.081
700043,2746,11148,-0.392,8.346
700048,2746,11147,-3.575,9.479
700049,3059,1444,-2.299,7.353
700052,2835,8388,-1.449,7.906
700053,3072,1041,0.435,5.301
700054,3039,2064,0.177,1.904
700057,2918,5815,-0.68,5.059
700060,3096,292,-5.793,8.633
700066,2746,11142,-5.187,12.496
700068,2761,10677,2.897,4.107
700070,3041,1997,3.653,1.622
700071,3039,2059,-2.664,5.942
700085,2761,10676,-0.312,9.483
700086,2746,11141,-2.771,10.547
700090,3072,1038,-0.717,10.126
700092,2761,10679,0.746,4.921
700093,2746,11144,-4.204,10.741
700103,3041,1998,-0.642,5.568
700107,2746,11143,-3.156,10.414
700111,2857,7702,-1.449,3.393
700112,2761,10678,2.925,4.046
700116,3096,288,-4.59,12.811
700123,3055,1559,-0.002,2.264
700124,3051,1683,-2.398,6.206
700125,2746,11138,-0.615,1.422
700126,2761,10673,0.098,6.881
700127,2994,3450,-0.161,3.657
700133,2761,10672,0.063,8.395
700134,3041,1992,-0.365,8.341
700137,2746,11137,1.419,2.545
700144,3096,290,-4.597,8.695
700145,3080,786,-3.511,9.233
700146,3059,1437,-4.192,8.56
700148,2761,10675,-1.878,10.205
700151,2746,11140,-4.185,4.191
700154,2992,3514,-2.209,9.381
700159,2761,10674,-0.507,8.573
700160,2746,11139,-4.361,4.49
700166,2761,10669,-0.334,9.29
700167,2746,11134,2.845,2.534
700172,2761,10668,-0.167,9.33
700173,2746,11133,-0.456,5.008
700175,3057,1492,-2.379,10.047
700180,2918,5801,-1.165,5.291
700181,3041,1991,-0.499,6.209
700184,3051,1681,-2.216,4.654
700191,2832,8470,-0.808,5.564
700192,2761,10671,-0.15,8.914
700194,2746,11136,-3.375,3.93
700197,2832,8469,-1.675,5.959
700199,2746,11135,3.682,0.99
700202,2761,10670,-2.211,10.575
700203,2860,7601,-3.986,11.188
700213,2761,10665,-1.7,10.917
700214,3041,1985,-2.615,12.196
700217,2992,3504,-1.581,7.323
700221,3080,775,-2.543,10.201
700225,3059,1426,-0.597,3.783
700227,2761,10664,-3.067,12.407
700240,2761,10667,-2.637,11.88
700244,2761,10666,-2.782,10.888
700246,3057,1485,-1.49,7.939
700260,2822,8769,-2.354,5.589
700268,2860,7591,-3.008,8.897
700271,3000,3254,-5.325,10.84
700273,2888,6726,-4.588,11.674
700277,2761,10662,-2.357,12.394
700282,2822,8771,-1.28,5.068
700289,3039,2039,-4.64,8.345
700290,3072,1016,-0.448,12.53
700291,3055,1543,-1.121,9.31
700299,3040,2008,-0.385,3.292
700302,3080,767,-0.342,2.746
700303,2832,8455,-0.962,11.489
700304,3057,1480,-0.309,2.098
700322,2857,7683,-3.362,10.288
700332,2994,3435,-1.677,8.567
700333,2896,6473,-1.068,7.39
700339,3057,1477,-0.338,3.511
700340,3059,1415,-2.864,6.677
700343,3032,2252,-1.015,8.763
700352,3080,763,-2.924,10.574
700353,3041,1972,-3.313,9.033
700365,3041,1975,-0.554,7.861
700367,3040,2006,-0.99,5.582
700368,3039,2037,-2.302,5.088
700373,3041,1974,-1.287,10.486
700375,3055,1540,-2.917,5.408
700378,2888,6717,-4.383,12.118
700383,3080,760,-3.54,9.0
700389,2992,3488,-0.087,3.721
700391,2834,8386,-0.659,3.625
700392,3096,263,2.563,5.774
700403,2896,6466,-0.773,5.814
700404,2834,8388,-0.934,5.879
700420,2857,7669,-3.455,7.923
700433,3041,1967,-0.067,3.553
700434,3032,2246,-0.628,6.036
700435,3040,1998,-3.587,12.376
700436,2997,3331,-0.968,9.779
700437,2994,3424,-1.776,13.785
700438,2841,8167,0.77,3.238
700440,3040,1997,-4.559,10.306
700449,3040,1992,-0.658,3.777
700456,3078,813,-0.252,1.671
700460,2822,8749,-0.664,7.099
700462,3040,1991,-1.113,5.986
700474,3057,1467,-3.993,9.115
700483,3032,2241,-0.174,3.129
700485,2864,7449,-0.138,3.087
700487,2994,3419,0.419,5.578
700500,2889,6669,-0.827,9.831
700506,2870,7257,-2.001,9.986
700508,3078,809,-0.316,3.557
700518,3096,254,-5.131,11.864
700519,2992,3478,-5.414,9.718
700523,3032,2238,0.147,3.615
700528,3080,750,-2.754,10.633
700533,3051,1649,-3.91,9.488
700534,3028,2362,-0.917,5.372
700550,2889,6670,-0.436,4.003
700559,3041,1953,0.198,3.563
700562,3028,2356,-1.297,11.243
700566,2822,8742,-4.189,9.731
700570,3096,247,-4.432,12.436
700572,3072,991,-2.395,12.955
700584,2888,6698,-6.453,12.889
700592,3000,3225,-0.386,2.583
700595,3032,2356,-1.169,9.648
700606,2746,11222,-4.799,12.378
700609,3096,371,-0.373,3.563
700610,2746,11221,-5.612,12.95
700626,2746,11224,-4.388,11.542
700627,3078,932,-3.363,10.127
700631,3000,3350,-1.171,4.273
700634,2857,7783,-4.562,10.388
700638,3041,2078,-0.281,2.79
700640,2746,11223,-5.152,13.182
700648,3057,1577,2.589,7.018
700658,2746,11218,-5.557,16.525
700663,3072,1111,-0.663,5.182
700665,2746,11217,-5.551,15.022
700667,3039,2134,-1.816,4.961
700681,2832,8554,-2.786,7.823
700685,2746,11220,-5.98,13.278
700687,2994,3531,-1.263,11.774
700690,2746,11219,-5.867,15.46
700692,2942,5143,-1.081,4.229
700698,2832,8553,-2.552,7.722
700708,2835,8455,-1.962,6.194
700709,2746,11214,-3.794,12.365
700714,3059,1510,-2.298,7.193
700715,3032,2347,-1.792,12.836
700720,2746,11213,-5.322,12.866
700722,2997,3435,-1.546,10.462
700723,3096,366,-4.588,12.173
700727,2994,3528,-1.801,11.793
700728,2992,3590,1.193,4.28
700733,2746,11216,-5.459,12.446
700734,2857,7775,-1.227,9.019
700748,3000,3341,-3.642,15.583
700749,2746,11215,-6.031,16.983
700758,3041,2064,-1.139,8.63
700762,2992,3583,-1.184,3.149
700777,3059,1509,-1.549,4.081
700782,3032,2346,-1.243,6.733
700786,3057,1570,-0.176,3.327
700789,3059,1508,-0.744,2.788
700791,3041,2066,-0.327,8.961
700792,3055,1632,-0.616,3.589
700797,2994,3523,0.198,4.684
700804,2881,7026,-0.891,9.665
700818,2903,6339,-3.085,14.632
700819,3028,2463,-0.264,11.766
700824,2746,11205,-4.391,7.172
700826,3051,1753,-1.33,8.571
700829,2942,5132,-1.945,4.782
700832,2881,7023,-0.993,9.012
700838,3059,1504,0.832,1.337
700843,2930,5503,0.355,7.177
700850,3072,1096,-0.341,8.477
700857,2942,5126,-3.352,10.169
700858,2815,9063,-5.909,8.628
700864,3039,2119,-1.059,4.026
700872,2815,9062,-2.278,5.378
700880,2881,7016,-1.704,11.501
700886,3041,2059,-0.198,7.771
700887,3055,1625,-0.002,1.921
700893,2746,11204,-3.019,7.966
700894,3096,353,-4.38,12.582
700918,2832,8531,0.149,3.772
700924,3057,1559,-1.038,6.299
700925,3072,1094,-0.79,10.654
700926,3039,2117,-2.336,4.685
700927,3000,3326,-0.868,4.827
700940,3028,2457,-0.81,4.334
700945,2930,5495,-0.922,4.818
700950,3041,2049,-3.339,13.43
700954,3051,1739,-2.281,6.085
700962,2822,8838,-0.166,3.25
700968,3032,2327,-1.236,9.541
700974,2881,7008,-2.545,10.045
700981,2896,6546,-1.877,12.368
700986,3059,1492,-1.389,5.921
700996,3032,2324,0.099,2.84
701016,3096,342,-5.651,10.083
701030,3040,2078,-6.691,12.244
701033,3078,899,-0.312,3.398
701045,3055,1607,-2.689,5.569
701049,2864,7528,0.955,1.648
701056,3000,3312,-0.54,8.771
701065,3055,1606,0.95,2.779
701070,3032,2319,-2.103,13.118
701071,3000,3311,-4.274,11.296
701072,3059,1485,-0.593,3.357
701087,3032,2321,-1.111,11.421
701095,3041,2037,3.445,4.411
701107,2942,5106,-4.129,8.022
701118,3057,1540,3.678,1.532
701127,3057,1543,-1.534,9.766
701131,3041,2039,1.722,1.81
701132,3051,1729,0.947,3.527
701145,3059,1480,-2.299,5.815
701147,3078,891,-6.049,9.65
701156,2822,8827,-0.853,9.807
701158,2834,8455,-1.147,5.546
701162,3040,2064,-1.758,7.041
701169,2836,8388,-0.87,5.363
701171,2746,11178,0.457,5.635
701176,3000,3303,-0.412,2.326
701185,3059,1477,-1.144,4.297
701187,3040,2066,-1.582,5.478
701202,2746,11179,0.453,5.641
701206,3028,2432,-2.015,12.415
701215,2746,11174,-2.814,5.993
701218,3040,2059,-2.59,10.505
701223,2746,11173,-5.543,7.84
701232,2836,8386,-2.66,6.339
701237,2746,11176,-4.668,6.232
701242,2746,11175,-0.326,5.77
701244,3032,2309,-1.568,11.243
701255,2746,11170,-0.562,4.991
701264,2761,10704,-0.444,4.873
701265,2746,11169,-1.77,3.037
701268,3051,1717,-4.355,11.662
701273,2746,11172,-4.56,7.78
701279,3051,1716,-0.99,11.688
701286,2746,11171,0.914,6.511
701287,2881,6986,-1.547,7.223
701291,2929,5493,4.154,1.047
701292,2896,6516,-2.131,9.317
701294,2994,3478,-0.66,9.266
701303,3051,1711,-0.903,6.826
701304,2746,11166,-2.349,2.773
701310,3051,1710,-0.707,5.173
701313,2836,8375,-4.195,10.662
701315,2746,11165,-0.353,5.364
701318,3072,1062,0.038,10.219
701321,2746,11168,0.545,3.288
701327,2883,6921,-0.428,4.167
701329,2761,10703,0.202,3.227
701334,2761,10702,0.801,4.837
701339,2746,11167,-0.34,3.675
701340,3000,3293,-0.745,5.843
701346,2860,7633,-1.958,10.387
701352,2746,11162,-0.496,7.353
701358,2997,3381,2.434,5.79
701366,2746,11161,-3.174,10.627
701371,3039,2078,-5.237,13.016
701380,3078,872,-0.808,3.695
701382,3032,2298,-1.044,6.071
701386,2746,11164,1.055,4.459
701395,2746,11163,1.276,6.029
701399,3059,1327,-2.25,8.393
701401,2994,3342,-0.915,11.854
701405,2994,3341,-1.361,11.701
701409,3041,1884,-1.424,11.191
701411,2942,4953,-4.182,7.148
701416,3051,1577,0.476,5.533
701419,2992,3406,-2.35,3.784
701421,2889,6599,-3.183,8.732
701426,3059,1328,-1.723,8.134
701427,2887,6660,-0.816,12.288
701428,2896,6381,2.621,4.411
701434,2761,10561,3.219,6.838
701435,2757,10685,-4.975,7.053
701447,2757,10684,-0.614,4.991
701450,3078,733,-0.388,3.123
701453,3051,1570,-1.561,4.475
701461,3055,1449,-0.424,4.966
701466,2761,10563,-1.222,11.718
701473,2888,6625,-3.654,8.787
701476,3039,1939,3.669,3.792
701487,2757,10681,-0.363,2.98
701488,2931,5287,-1.816,10.412
701490,3032,2155,-2.168,12.369
701491,3028,2279,-0.539,7.675
701496,2888,6619,-3.481,9.71
701498,2757,10680,-3.768,4.815
701499,3000,3150,-2.871,9.869
701506,2757,10683,-4.513,6.414
701512,3055,1444,-2.132,11.291
701518,2757,10682,-0.144,3.845
701525,3000,3144,-7.035,10.88
701529,2896,6368,-1.774,11.687
701533,3032,2151,-1.097,10.972
701545,2815,8881,-3.55,7.467
701551,2841,8075,-0.743,5.373
701555,3041,1874,-1.989,12.088
701559,2994,3331,0.246,3.417
701561,2838,8167,-0.658,6.491
701563,3051,1559,0.438,5.041
701568,3040,1900,-1.526,6.642
701574,2757,10673,-5.705,11.879
701578,2992,3388,0.951,3.672
701581,3055,1434,-5.345,12.586
701588,2918,5681,-5.068,13.528
701589,2888,6611,-2.731,9.166
701591,2757,10672,-5.879,12.837
701594,3055,1437,-3.794,7.535
701597,2815,8877,-2.011,8.012
701598,3041,1870,0.0,2.455
701600,3040,1901,-1.003,4.183
701602,2757,10674,-4.842,12.184
701610,3057,1369,-1.951,7.139
701614,3072,904,-2.469,10.716
701619,2757,10669,-5.127,11.613
701620,3059,1306,-1.747,9.423
701622,2931,5274,-3.879,14.112
701623,2757,10668,-5.068,11.022
701625,3096,162,-2.238,10.816
701631,2832,8346,-0.789,6.723
701635,2757,10671,-4.992,12.334
701636,3055,1433,-5.712,12.67
701650,2757,10670,-5.287,9.215
701651,3057,1365,-5.35,14.315
701652,3041,1861,-0.773,10.083
701658,2757,10665,-5.825,9.954
701661,3080,651,-1.439,6.673
701663,3057,1364,-3.246,8.502
701667,2757,10664,-5.487,7.749
701668,3055,1426,1.561,4.36
701672,2888,6603,-3.911,11.334
701675,3057,1367,-1.164,8.571
701676,3059,1305,-2.182,5.915
701680,2757,10667,-5.369,9.771
701683,3059,1304,0.246,1.771
701687,3041,1862,-1.573,10.712
701692,2757,10666,-4.797,9.245
701698,2757,10661,-0.878,4.606
701703,2888,6600,-2.43,6.575
701708,2888,6599,-3.146,4.866
701710,2757,10660,-1.565,4.125
701711,3078,712,-3.236,7.568
701712,3072,898,4.062,1.377
701716,2757,10663,-1.443,5.711
701719,3039,1920,-1.285,6.11
701721,2836,8213,-2.233,7.334
701723,2757,10662,-5.617,7.277
701724,3040,1884,0.274,5.803
701727,3057,1357,3.293,2.119
701728,3051,1543,-0.444,8.022
701733,2757,10657,-5.604,8.484
701735,3072,891,-0.367,7.971
701737,3041,1852,-1.589,11.919
701742,2992,3371,-2.492,8.471
701745,3078,708,-1.507,9.832
701750,2757,10659,1.67,3.461
701754,2815,8861,-4.864,11.561
701757,3078,707,-0.042,4.962
701762,2757,10658,-5.186,6.776
701763,2942,4923,-1.223,7.194
701773,3055,1415,-2.258,5.182
701774,3028,2252,-1.268,9.986
701785,3041,1848,-0.274,3.594
701800,3051,1540,0.059,2.227
701808,2994,3307,-0.446,9.102
701810,2857,7554,-4.919,11.476
701812,3057,1349,-2.779,10.754
701815,2887,6619,-0.713,5.14
701818,2757,10649,-1.394,10.805
701825,2896,6339,-2.165,9.01
701827,2757,10648,-0.988,10.205
701840,2930,5287,-0.976,9.472
701847,2942,4910,-1.418,7.493
701848,2881,6801,-1.076,10.978
701850,2757,10645,-1.095,9.88
701851,3096,135,-2.03,11.432
701853,2992,3359,-0.305,5.008
701857,2757,10644,-0.952,10.179
701860,3028,2246,-0.596,8.478
701861,3040,1874,3.455,2.338
701863,2841,8043,-5.517,10.868
701864,2757,10647,1.952,10.99
701868,3041,1842,-1.238,7.174
701869,3032,2121,-1.086,7.509
701874,2757,10646,2.498,8.018
701877,3096,132,-4.192,7.887
701882,2887,6611,-0.01,2.357
701884,2757,10641,-0.33,9.544
701890,2870,7137,-0.51,8.292
701894,2757,10640,3.054,2.999
701903,3040,1870,-5.593,11.393
701904,3039,1901,-0.976,2.515
701906,2757,10643,-0.434,9.428
701912,3057,1342,-1.278,4.056
701913,3028,2241,3.521,3.571
701914,3039,1900,-1.378,4.064
701917,2860,7449,0.413,3.058
701920,2757,10642,2.394,8.771
701925,3072,872,-2.239,12.134
701927,2930,5274,-3.104,13.376
701928,2896,6328,-0.836,5.582
701929,2757,10637,-2.081,6.061
701937,2815,8838,-0.688,5.092
701938,2757,10636,-4.673,8.725
701945,3096,130,-5.883,14.292
701955,3028,2238,0.038,5.212
701956,2870,7136,0.014,2.961
701957,2757,10639,-1.661,5.41
701968,2870,7135,0.909,2.19
701970,2757,10638,-2.07,5.384
701976,2887,6603,1.752,4.351
701981,2757,10633,-1.021,9.99
701984,3057,1332,-0.026,3.307
701985,2757,10632,-0.735,9.351
701998,2992,3350,3.816,1.218
701999,2757,10635,-1.051,7.132
702001,3057,1335,-2.397,6.101
702006,2929,5303,0.973,10.505
702007,3040,1862,-1.159,6.289
702014,3059,1272,-1.267,4.497
702015,3040,1861,0.556,5.096
702020,2822,8619,-4.335,14.52
702021,2757,10634,-1.396,7.509
702025,2757,10629,-0.526,6.365
702026,3041,1825,-2.936,13.143
702027,3032,2104,0.059,2.379
702032,2887,6599,-4.093,11.932
702037,3057,1328,0.375,4.175
702048,3059,1269,-1.805,6.427
702052,2757,10631,-1.075,9.68
702055,2835,8213,-0.051,5.701
702068,2887,6600,-5.549,11.134
702077,2757,10630,0.103,5.506
702081,2994,3406,-1.297,12.337
702082,2992,3468,-3.183,13.764
702092,2889,6660,-0.72,10.242
702096,2918,5761,-2.122,11.589
702109,2992,3470,-6.533,10.152
702117,2992,3469,-2.552,13.689
702120,3096,240,-4.482,8.144
702123,3057,1449,-0.074,4.023
702125,3055,1511,-3.45,10.373
702128,3040,1976,3.219,3.798
702129,2857,7649,-2.847,5.616
702134,3055,1510,-2.495,8.168
702135,3040,1975,-2.454,10.138
702136,3039,2006,-0.543,2.946
702150,2761,10627,-0.172,2.845
702151,3032,2225,-2.03,12.99
702156,3039,2008,-1.381,3.828
702159,2931,5356,-1.727,7.945
702160,2944,4953,-3.116,5.654
702170,2694,12698,-5.369,13.838
702173,3057,1444,-2.93,9.637
702178,2694,12697,-6.259,13.364
702179,3096,238,0.514,6.09
702180,3078,796,-5.446,12.588
702184,3072,982,-2.305,11.903
702188,3055,1509,-2.16,8.376
702190,3028,2346,-1.456,8.831
702191,3040,1974,-0.682,6.557
702195,3078,795,-0.171,2.23
702200,3072,981,-0.339,9.899
702203,3051,1632,3.72,1.763
702204,3055,1508,-1.764,5.238
702208,3096,232,-5.604,14.374
702211,2694,12694,-3.793,9.96
702218,3040,1967,-4.519,9.34
702219,3039,1998,-2.525,9.6
702220,2992,3455,-1.292,6.693
702223,2694,12693,-5.46,11.794
702225,3078,792,-3.71,9.035
702227,3041,1939,-1.528,10.59
702229,2994,3396,-0.476,7.613
702231,2896,6434,-1.973,12.138
702232,2870,7240,-2.716,10.014
702236,3096,233,-2.914,6.889
702241,2694,12695,-5.57,12.69
702243,3055,1504,0.133,5.731
702246,2994,3395,-1.42,8.415
702249,3078,786,-6.279,12.644
702250,3057,1437,-0.681,3.077
702258,2931,5342,-2.138,12.566
702259,2896,6427,0.285,4.591
702260,3039,1997,-4.437,8.096
702262,3051,1625,-0.536,4.204
702266,2694,12692,-4.677,11.505
702274,3040,1965,-0.596,4.45
702280,3080,720,-0.54,4.981
702283,3057,1433,-3.597,8.329
702286,2857,7633,-0.896,5.034
702288,3039,1991,-0.871,3.459
702308,2931,5341,-0.579,6.151
702312,3057,1434,-2.549,7.65
702314,3039,1992,-0.821,2.461
702318,2903,6208,-3.357,8.046
702320,3059,1367,-0.828,3.807
702326,2757,10729,-2.302,15.024
702329,2994,3381,-1.446,7.695
702331,2931,5334,-1.35,11.291
702333,2815,8930,0.37,6.874
702336,3059,1369,-2.62,5.982
702338,2888,6670,-3.557,6.212
702345,3055,1492,-0.963,10.269
702349,3000,3197,-2.387,12.12
702352,2888,6669,-2.637,10.984
702356,3080,712,-2.839,11.373
702358,3028,2324,0.658,5.31
702365,3041,1920,-1.104,7.856
702375,2857,7624,-4.942,10.939
702376,2838,8213,0.26,4.37
702377,2835,8306,-5.712,12.115
702380,3072,962,-0.323,5.552
702382,2918,5736,-2.737,11.247
702395,3057,1426,-2.338,7.908
702396,2815,8928,-2.816,9.023
702398,3059,1364,-3.255,8.643
702399,2881,6882,-2.353,11.004
702403,2757,10726,-2.018,10.285
702404,3072,961,3.907,1.594
702411,3051,1607,-0.314,2.444
702417,2888,6660,-0.612,7.47
702418,2860,7528,-1.982,6.776
702423,3051,1606,3.754,1.444
702426,2944,4923,-2.005,8.05
702434,3055,1485,3.718,3.621
702448,3096,213,-1.392,8.371
702462,3039,1975,-1.757,7.95
702464,2964,4300,-3.359,12.845
702471,2889,6625,0.029,5.494
702476,3039,1974,0.153,3.965
702482,2964,4299,-3.575,13.026
702491,3059,1357,-3.935,8.127
702496,2964,4302,-3.36,13.17
702502,2930,5356,-1.306,8.213
702507,3055,1480,-0.862,2.881
702510,3039,1976,-0.256,4.836
702513,2964,4301,-3.634,13.548
702519,3096,204,-6.107,14.691
702527,2815,8915,-4.33,7.622
702534,3040,1939,-1.124,6.284
702535,3000,3179,-4.165,8.459
702536,2918,5721,-3.42,12.906
702538,2992,3427,-1.458,7.309
702544,3057,1415,3.944,0.993
702548,3055,1477,-0.036,2.401
702556,2964,4298,-4.625,11.791
702561,3078,763,-6.681,13.56
702565,3032,2189,-0.906,8.246
702574,3039,1967,-4.752,6.964
702576,2992,3424,-1.44,8.47
702597,3059,1349,-2.13,6.801
702598,3078,760,-8.094,16.063
702599,2832,8386,-1.162,10.846
702605,2889,6619,-1.537,10.814
702606,2992,3426,-0.566,6.084
702614,3000,3177,-1.056,10.971
702626,3041,1901,-0.666,8.13
702629,3072,940,3.992,0.787
702631,3055,1467,-5.172,12.388
702635,2857,7605,-4.441,9.169
702638,2930,5342,-2.215,11.42
702642,3096,195,-5.252,12.572
702650,3059,1342,-3.199,6.808
702651,3041,1900,-0.048,6.7
702657,2930,5341,2.263,5.058
702660,3039,1965,2.861,3.735
702666,2944,4910,-1.618,8.335
702669,2815,8909,-4.248,9.688
702676,2857,7606,-5.706,9.882
702681,3078,750,-5.848,11.305
702690,2918,5710,-5.343,12.79
702692,2857,7601,-2.253,8.944
702706,2832,8375,-1.77,12.122
702707,2756,10731,-2.209,10.902
702709,2887,6670,-5.795,12.068
702719,2889,6611,0.127,7.914
702729,3078,751,-1.45,6.9
702737,3032,2177,-4.079,11.522
702746,3059,1335,-2.77,6.72
702748,2756,10728,-1.886,9.313
702749,3072,932,-0.424,12.833
702754,2930,5334,-0.768,10.547
702764,2756,10727,-3.796,12.648
702769,3028,2298,4.273,0.649
702777,2887,6669,3.183,4.056
702779,2896,6390,-1.243,7.092
702783,3078,747,0.961,3.753
702787,3072,933,-0.034,8.048
702790,2756,10729,-1.666,8.775
702796,3040,1920,-1.131,6.816
702802,2834,8306,-4.608,10.489
702804,3078,741,-0.257,2.232
702807,2889,6600,2.945,3.454
702808,2841,8088,-0.805,4.719
702814,3096,186,-0.478,6.859
702815,3028,2294,2.286,8.061
702816,3039,1953,-6.473,12.164
702819,2756,10726,-0.854,8.128
702820,2992,3410,-0.897,2.75
702821,2889,6603,-2.063,10.279
702826,3059,1332,-1.508,5.199
702836,2992,3409,-0.364,1.889
702837,2860,7501,-3.382,7.854
702851,3039,1306,-2.712,13.78
702857,2994,2701,-1.381,12.021
702862,3057,751,-1.258,6.874
702865,3041,1247,3.393,4.083
702866,3055,813,-1.914,11.385
702876,2835,7633,-1.545,6.278
702881,3057,750,-0.555,2.612
702882,3078,99,-1.27,3.726
702893,2836,7601,-3.939,7.251
702895,3078,94,-3.248,11.921
702899,3040,1272,-0.731,5.852
702904,3078,93,-3.208,14.982
702912,3051,933,-0.172,2.001
702913,3057,747,-0.04,7.505
702914,3055,809,-0.443,7.193
702915,3039,1305,-2.16,4.581
702916,2942,4312,-0.696,10.251
702924,3039,1304,-0.25,5.562
702927,3051,932,0.304,4.21
702932,3000,2513,-0.268,2.8
702940,3057,741,-3.75,9.759
702942,3041,1237,-0.006,4.469
702943,2992,2756,-1.426,4.759
702962,2836,7591,-4.418,12.062
702970,3000,2510,-1.282,3.045
702982,3040,1269,-3.226,11.671
702984,2992,2757,-4.387,12.14
703006,2942,4302,-1.301,5.217
703009,3032,1511,-5.319,13.555
703016,2834,7649,-4.408,8.615
703022,2942,4301,-1.006,4.817
703025,2997,2599,3.298,3.564
703030,2838,7528,-1.843,8.847
703038,2942,4303,2.639,8.547
703044,3057,733,-1.277,7.198
703047,3055,795,-2.387,6.454
703052,2942,4298,-1.73,4.006
703056,3078,81,-0.891,3.387
703057,3080,19,-2.411,12.567
703068,2942,4300,-0.553,4.295
703086,3055,796,-3.023,6.047
703096,2942,4299,-1.154,5.058
703100,3000,2496,-4.882,10.448
703105,3072,263,-1.683,11.562
703106,3059,666,-1.749,6.882
703109,3028,1627,4.011,1.212
703116,2794,8881,-5.403,11.984
703129,3055,792,0.394,1.632
703137,2896,5721,-1.949,11.641
703144,3080,12,-1.549,11.072
703155,2787,9095,-4.642,8.708
703161,3055,786,-4.567,8.333
703169,2835,7606,-7.195,13.041
703171,2788,9063,-5.936,8.541
703182,2832,7702,-0.765,7.588
703188,2964,3610,-0.075,4.62
703196,3040,1253,0.089,4.415
703216,3040,1247,-2.386,7.797
703222,2964,3603,-4.703,10.511
703226,2834,7633,3.41,2.211
703235,2788,9062,0.271,5.618
703237,2835,7605,-7.522,13.346
703255,3000,2484,-3.757,9.193
703257,3041,1213,-1.973,10.186
703273,3028,1618,0.961,2.771
703274,3072,254,-1.493,11.694
703277,2870,6516,-2.05,12.4
703278,2835,7601,-1.955,9.757
703279,3041,1215,3.216,2.86
703280,2903,5493,0.86,3.84
703286,2964,3602,-5.619,11.311
703293,2896,5710,2.554,4.049
703298,3028,1617,0.817,1.77
703308,2964,3601,-5.322,11.851
703310,3051,899,-0.302,6.831
703313,2992,2728,-1.611,10.317
703319,3057,712,-0.159,3.012
703320,3059,650,-1.041,4.894
703322,2838,7501,-4.298,8.466
703325,3072,247,-1.707,9.693
703326,3051,898,-5.686,9.446
703328,2832,7687,-1.478,6.707
703330,2992,2727,-1.781,9.887
703336,3080,2,-3.448,12.902
703348,3039,1272,-0.155,3.356
703351,2992,2729,-4.998,10.887
703354,2889,5922,-2.739,13.737
703366,3000,2475,-3.479,15.396
703368,3057,708,-1.36,9.339
703377,2794,8861,-0.894,6.575
703379,2832,7683,-2.96,9.975
703382,3039,1269,-2.455,9.462
703388,2815,8213,0.364,3.997
703391,3000,2477,-1.14,5.526
703402,3051,891,0.071,2.918
703404,3072,240,0.167,6.432
703407,3041,1201,-0.65,4.022
703434,3057,707,-0.091,8.889
703435,3078,56,-0.07,2.196
703443,2964,3590,-1.558,5.482
703447,3078,55,-0.616,3.79
703454,3041,1202,-0.73,3.741
703466,3055,763,-2.998,5.907
703477,3078,49,0.576,2.721
703479,3041,1196,-1.327,8.454
703481,2964,3583,-1.07,4.842
703495,3072,238,-1.241,11.608
703507,2889,5911,-1.429,8.686
703521,3072,232,0.042,3.387
703522,3059,635,-1.449,5.835
703539,2838,7485,-6.644,13.645
703555,3072,233,-0.775,6.59
703556,3055,760,-3.936,6.852
703575,2834,7605,-7.082,13.596
703576,3032,1467,-0.309,4.792
703586,2787,9062,-5.205,11.476
703590,3039,1253,4.08,1.856
703597,2944,4198,-2.768,12.879
703606,2832,7669,-0.666,5.707
703611,3039,1247,-2.697,5.483
703614,3041,1185,-2.238,12.037
703615,3055,751,3.554,2.864
703625,3055,750,-3.696,6.727
703626,2834,7601,-5.114,11.591
703647,2992,2705,-0.091,5.572
703650,2896,5681,-0.759,6.126
